"","Var1","Freq"
"1166","bigmanrb",238
"1167","bihani",277
"1168","bij",27
"1169","Bijaya Maharjan",103
"1170","Bijay Dewan",20
"1171","Bijay Karki",4
"1172","bijayramkoju",6
"1173","BijayShrestha",1
"1174","Bijay Shrestha",20
"1175","bijendra",1
"1176","Bijesh",10180
"1177","Bikal061",10
"1178","Bikalpa",6
"1179","Bikalpa7",205
"1180","bikash",46
"1181","Bikashgyawali",7
"1182","Bikash Shrestha",584
"1183","bikash upreti",195
"1184","bikbud",6
"1185","bikram26",6118
"1186","Bikram Karki",4
"1187","bikrammalla",19
"1188","Bikram Regmi",335
"1189","bikram tiwari",2
"1190","Bikramz",42
"1191","Bilal Gulzar",421
"1192","bilderhobbit",4209
"1193","bill0722001",25
"1194","billmirem",751
"1195","billy3321",180
"1196","BillyChoi",13
"1197","Billy Keng-Han Wu",418
"1198","Billy Lescure",212
"1199","BillyTusker",38
"1200","Biltwon",173
"1201","bimal(Adyota)",374
"1202","binamra",66
"1203","binay1",1
"1204","Binay Maharjan",12
"1205","binhchung",4
"1206","Binod",2
"1207","binod11431",10
"1208","Binod Bhattarai",17
"1209","Binod Dhakal",70
"1210","Binod Humagain",18422
"1211","Binod Kc",1
"1212","Binod Pandit",12
"1213","Binod Parajuli",1
"1214","Bipin Parajuli",22
"1215","BipinSapkota",146
"1216","Biplov Bhandari",14493
"1217","biplovparajuli",1518
"1218","Bipul",32
"1219","bipulkyadav",486
"1220","Biran",6
"1221","Birat",353
"1222","birat kirat",3
"1223","BirdieO",5
"1224","birdmaps",2545
"1225","Birendra Guragain",1
"1226","Birendra poudel",1
"1227","birenra",250
"1228","BirgitteBork",198
"1229","bishal_",16
"1230","Bishal25",1
"1231","Bishal9841",20578
"1232","bishal acharya",1
"1233","bishal ghimire",6
"1234","Bishal Sunar(Fedora)",15
"1235","Bishal Thapa",706
"1236","Bishesh Man Singh",1
"1237","BishnuBastola",26
"1238","BishnuDhungana",176
"1239","Bishnu Giri",8
"1240","bishrant",14
"1241","Bishwa",35
"1242","Bishwash Poudel",8
"1243","Bista@Suresh",343
"1244","biswaraj",13
"1245","bitner",400
"1246","Biwesh",8
"1247","BJB132",36
"1248","Bjm99",3
"1249","bjola",134
"1250","bjryan",1
"1251","bkesh14",1376
"1252","bkraushaar",217
"1253","Bkyshr",2
"1254","BlackFishMethod",189
"1255","blackporcupine",75
"1256","blah8124",12
"1257","blahedo",24
"1258","blair1618",136
"1259","Blake101",512
"1260","blar9092",138
"1261","Blarneystone",56694
"1262","blauaninepal",96
"1263","BLeslie",15
"1264","blickieluk",331
"1265","Blix05",4
"1266","blowup",106
"1267","blueberrypatch",30241
"1268","Bluehelmet",181
"1269","Blueheron",949
"1270","BlueLou",26
"1271","bluemikey",147
"1272","bluestarfish",5593
"1273","bluetida",488
"1274","blueyedcole",50
"1275","B Macrae",931
"1276","bmaharjan",1192
"1277","Bman",38
"1278","BMelling",52
"1279","bmio14",331
"1280","BNaito",554
"1281","bnero999",29
"1282","BNPSurvey",236
"1283","Boardbroad",130
"1284","BobbyDai",57
"1285","Bobbysmile",44
"1286","bobbywilson0",73
"1287","Bob Harper",300
"1288","boblyz",423
"1289","bobsburgers",188
"1290","BoeleK",42
"1291","Bogeye",1
"1292","Boggedy",3484
"1293","boguszka",1914
"1294","boilslaw",9
"1295","bolollo",1108
"1296","bonacini",1
"1297","Bonaventura91",132
"1298","bondah",692
"1299","bonneyADSK",252
"1300","BonnoCloudWolf",2952
"1301","bonsai89",185
"1302","bookbugs",401426
"1303","bookworm3x4",420
"1304","Boram Lee jung",1196
"1305","Borked",7
"1306","borsookar",27
"1307","borucki616",1
"1308","Bosann",7
"1309","bosman542",8
"1310","Boss Dév",304
"1311","bostonsbh",16
"1312","boudjere",1802
"1313","bowenpr",183
"1314","BowerD",1505
"1315","Bowon Chung",2
"1316","Bpariyar",23
"1317","bphowell",11
"1318","Bpn tamang",51
"1319","bpragathi",257
"1320","BProkopowicz",754
"1321","Brad_16",187
"1322","Brad_B",948
"1323","BradD073",100
"1324","Brad Morrow",9
"1325","Bragdon2",296
"1326","Brakszatórisz Norbert",4308
"1327","Bram Nauta",97
"1328","brandon23",22
"1329","brandonbbrown",600
"1330","Brandon Young",251
"1331","brbbl",3859
"1332","brbo",476
"1333","breffniw",165
"1334","brelevenix",35
"1335","Brenda d silva",189
"1336","brennley",401
"1337","brentengust",1056
"1338","breshecl",248
"1339","Brett Camper",38
"1340","Brett S",344
"1341","brianadr",5
"1342","Brian Dau",373
"1343","Brian MacKenzie",488
"1344","BrianMorgan",412
"1345","Brianna Whitlock",39
"1346","BriaNoble",305
"1347","brianp-ie",388
"1348","Brian yim",21
"1349","BrickBeard",134
"1350","bridanette",49
"1351","BridgetDonovan",23
"1352","Brier",91
"1353","bri g",27
"1354","BringMattBack",110
"1355","Brinlee",2254
"1356","Brion Thomas",705
"1357","Brissia",68
"1358","Brittany Heyer",31
"1359","Brittany Williams",315
"1360","Broadwayfinger",210
"1361","brochupaige",1960
"1362","brogo",119
"1363","Broholm",465
"1364","Broiler16",7
"1365","BroncoPony",153
"1366","Brooke ""Data Slayer"" Mahnken",607
"1367","BrookeEHarding",4
"1368","Bropheus Huang",122
"1369","brtknr",11
"1370","Bruce Chan",1104
"1371","Bruce Dow",52
"1372","BruceStronge",67
"1373","Bruce Tsai",20
"1374","Bruckmann-Karto",15
"1375","Bruelg",1414
"1376","brunoasantos",172
"1377","brunolemos",6
"1378","brunosan",49
"1379","Bryan Berkowitz",808
"1380","Bryan Turner",30
"1381","Bryce C Nesbitt",23
"1382","bryck",12
"1383","Brylie Christopher Oxley",398
"1384","BryonyA",1572
"1385","bs4710",37
"1386","Bsal (RTB)",1
"1387","bsee13076",317
"1388","bshaw36",44
"1389","bsmith54",488
"1390","bssanches",300
"1391","bstempi",96
"1392","btcaldwell",1146
"1393","BTenor",189
"1394","buaalsy2003",125
"1395","Bubgar",1333
"1396","Bubon",11
"1397","BuddhaGroove",27
"1398","Buddha_OSM",1552
"1399","Budhan yadav",4
"1400","buffalofan4255",19
"1401","buga4ever",41
"1402","BuganiniQ",1
"1403","Buhrms",117
"1404","bujablaster",13
"1405","bulehart",137
"1406","Bullroarer",7
"1407","BullwinkleMoose",246
"1408","Bummeln",5
"1409","bumna",151
"1410","Bungy Nepal",1
"1411","Buraddo",405
"1412","Burschi",60
"1413","buserov",356
"1414","bushmandingo",28
"1415","buspainter2005",1759
"1416","Butwal1",207
"1417","buxtehuder",85
"1418","buyurun",1677
"1419","buzarrm",6058
"1420","bveldman15",27
"1421","BW Blythe",1325
"1422","bwunterstrich",4236
"1423","Byanju shreebikram",4
"1424","Byron_23",10
"1425","byronbay",198
"1426","ByronSamaripa",310
"1427","Byron thGreek",351
"1428","Byungyun",37
"1429","bzbuzzard",503
"1430","bzendra",4398
"1431","C0nfuseki",3844
"1432","c2r",12
"1433","c821118",411
"1434","C8H11NO2",520
"1435","cabern",14691
"1436","cacaito76it",25
"1437","cacape",1
"1438","cad005",427
"1439","Cadbury",10
"1440","cadonaldson",678
"1441","caeleighmw",1217
"1442","caene",951
"1443","CAHURAST-Nepal",1
"1444","Cai Mai",143
"1445","caiozn",297
"1446","Caislic",1056
"1447","Caitlin Anderson",1031
"1448","Caitlin Becker",86
"1449","CaitlinWorr",8
"1450","caked_crusader",254
"1451","cakesd",251
"1452","Cakhandelwal",258
"1453","Caleb&Carlos",96
"1454","Cale Tully",18
"1455","calfarome",137821
"1456","Calihenry",16
"1457","callbarry124",15
"1458","Cally Yau",95
"1459","calmsound",60
"1460","Cam1000",140
"1461","Cameron De Leijer",295
"1462","Cameron Keech",859
"1463","Cami3333",98
"1464","Camillex9",52
"1465","cami_rv",13
"1466","campban",248
"1467","Campythenomad",4336
"1468","canadiantuxedo",416
"1469","candelice",91
"1470","Candice Avanes",260
"1471","candley",38
"1472","candyapple",66
"1473","Canellone",711
"1474","cansu o",767
"1475","cantfoldmaps",560
"1476","CanvecImports",95
"1477","canyonscale",1955
"1478","capiscuas",599
"1479","Capri853",950
"1480","capsss",31
"1481","captain_slow",44535
"1482","CaptBeth",5274
"1483","capuzzi",67
"1484","carcaso11",59
"1485","caridadamorozo",742
"1486","carlanicol",400
"1487","Carline",525
"1488","carlitoco",1
"1489","Carl_Meert",6
"1490","Carlos Bello Pauste",371
"1491","carlosplasencia",72
"1492","Carlos_Sánchez",132
"1493","carlosz22",9855
"1494","Carlozz",67
"1495","carltonwinter",437
"1496","Carly Levi",1
"1497","carlyns",15
"1498","CarlyPaprika",172
"1499","Carmeng1225",8
"1500","CarmHub",475
"1501","Caro78",61
"1502","CarolCB83",380
"1503","carolgis",45
"1504","Carolina Arias",35
"1505","carolinew589",32
"1506","Carol Ma",289
"1507","CaroOSM",231
"1508","Carrah",17
"1509","carrotblasphemy",11
"1510","carsnead",8
"1511","CarstenG",1
"1512","Cartodia (Sophie)",408
"1513","Cartogis",3060
"1514","Cartografía UDEC",226
"1515","CARTOGRAFÍA UNICUNDI",1956
"1516","Cartografia Universidad de Cundinamarca",256
"1517","cartographe",336
"1518","CarTom",51
"1519","cartophyl",989
"1520","carygeo",355
"1521","Casas01",335
"1522","Cascafico",64683
"1523","cashm083",131
"1524","Casie",21
"1525","casshans",1924
"1526","CassiaMCS",20
"1527","Častulík",701
"1528","Cat1106",212
"1529","CatalinaO",93
"1530","catcha",6054
"1531","Cath8",68
"1532","Catherine888",17
"1533","CatherineMack",3
"1534","Catherine Stach",39
"1535","CathHa",5
"1536","cathy MG",56
"1537","catoblepa",4
"1538","CatRo414",4
"1539","Cattie Marsala",747
"1540","CatTorParis",100
"1541","cbalzotti",83
"1542","cbassett",50
"1543","Cbkwak",345
"1544","CBol",5
"1545","cboothroyd",10329
"1546","CBousquet",169
"1547","cc513",4456
"1548","ccalavera",125
"1549","cccarrillo",228
"1550","cchowgule",1205
"1551","cclosangeles",18
"1552","CCostner",709
"1553","ccraig321",11
"1554","CCShih",372
"1555","cdair",216
"1556","cdavila",228
"1557","CDevine",362
"1558","cdgiamarino",1550
"1559","ceb13",21
"1560","ceceliaallen97",254
"1561","CecSeguin",339
"1562","Cehagenmerak",479
"1563","Cel2015",739
"1564","Celada",743
"1565","CeliaAmelie",170
"1566","Çelik Özdeş",44
"1567","Cellomapper",13
"1568","Central America",223
"1569","cepesko",18149
"1570","Cequim",1
"1571","CERWagner",235
"1572","CesarCortes",13
"1573","cesaregerbino",3937
"1574","Cesium133",445
"1575","C F",29
"1576","cfbolz",4993
"1577","CFearn",86
"1578","cfishy",16
"1579","cfortunska",20
"1580","c_fram",347
"1581","CGort",226
"1582","CGreeny",1412
"1583","cgrummon",70
"1584","cg_stclair",9
"1585","cgu66",68
"1586","ch123",481
"1587","ch_3081",5
"1588","Chabior",8060
"1589","chad 423",322
"1590","Chad D",33
"1591","Chad Gagnier",353
"1592","ChadJukes",244
"1593","Chad Katoff",189
"1594","chadlawlis",14
"1595","Chad Poz",639
"1596","CH AHMED BILAL",129
"1597","chairiis",49
"1598","Chaitanya Kumar CH",236
"1599","chakib safar",420
"1600","Chakphet",144
"1601","Chalishgaon",207
"1602","chalpo3",90
"1603","chambke",454
"1604","Chan7023",1
"1605","Chandan Gupta",1
"1606","Chandani",1
"1607","Chandra Challagonda",101
"1608","ChandraGautam",1
"1609","Chandra Ghale",87
"1610","Chandra Mohan",12
"1611","chandusekharreddy",276
"1612","Chan Laurence",410
"1613","channi",18
"1614","chanonyi",614
"1615","chao13465",622
"1616","Chaotic Cloud",1050
"1617","Charles12",178
"1618","charles_chemie",277
"1619","Charles Chin",115
"1620","charlesf",12
"1621","Charlie Bettigole",345
"1622","charliegower",32
"1623","charliegreen777",107
"1624","Charlie Hua",61
"1625","Charlie Loyd",1709
"1626","Charlie Ogden",93
"1627","CharlieOscar",30
"1628","Charlie Peck",6
"1629","charlieyj12",65
"1630","charlotte chen",524
"1631","Charlotteg",9
"1632","CharlotteGross",90
"1633","Charlotte Morgan",319
"1634","Charlotte_Robinson",937
"1635","Charlotte Toma",285
"1636","Charlyn McCallum",129
"1637","Chas12345",77
"1638","chaseh12",86
"1639","chasehamilton",381
"1640","Chasia",1
"1641","chatman",29
"1642","chats0v0",598
"1643","Chatur Shakya",399
"1644","che92",12
"1645","che chen",33
"1646","cheetos",641
"1647","Chel49",175
"1648","chellect",667
"1649","chelm",39
"1650","Chelsea12",505
"1651","Chelsea C",9
"1652","ChelseaKurrently",750
"1653","ChemBT",156
"1654","chen anna",6
"1655","Chen Chi Lo",154
"1656","cheng fu",343
"1657","Cheng-Te Hsu",174
"1658","Chenn Zenn",1969
"1659","Chen tien-pao",2
"1660","chermans",912
"1661","cherub0112",157
"1662","cherylllll921",4
"1663","cherylyhc",14
"1664","Chetan_Gowda",18542
"1665","chevvyo",169
"1666","Ch_Foyer",29
"1667","Chha B",4
"1668","Chhabi Lal Khanal",5
"1669","Chhetri",8
"1670","Chhunta",1
"1671","Chia Chieh Jessica Lee",592
"1672","chiahsinz",73
"1673","chiahua",319
"1674","chiawen",13
"1675","chiekosuga",326
"1676","Chifen",1
"1677","chihchun",56
"1678","chihuit",72
"1679","Chih-Wei Yeh",694
"1680","chikenfluff_15234",214
"1681","Chill88",1245
"1682","C-Him Se",43
"1683","chingcm",110
"1684","Ching Huang",152
"1685","chinghui",740
"1686","CHING_michlle",5
"1687","Ching_Mtn",1565
"1688","Ching-Tien",140
"1689","Chintan Timsina",12
"1690","chinyuan",10602
"1691","chippy",1911
"1692","chiralspiral",300
"1693","chiranjibi",2
"1694","chitomi065",176
"1695","ChitwanMapper100",4
"1696","ChitwanMapper101",2861
"1697","ChitwanMapper105",1
"1698","Chiu-Ki Chan",216
"1699","ChiYuang Su",3
"1700","Chi-Yu Chen",145
"1701","Chloe_Barnes",666
"1702","chocacao",167
"1703","choess",17
"1704","chog sum",2
"1705","choig",684
"1706","choi yan",21
"1707","chomy",3885
"1708","chouf2",8
"1709","Chou Yun",168
"1710","Ch_Pf",420
"1711","chpoppe",47
"1712","chris2map",30311
"1713","Chris_353",1752
"1714","chris66",208
"1715","chrisarrr",691
"1716","ChrisB37",103
"1717","Chris Baines",40
"1718","chris_bm",71
"1719","chrischan",6347
"1720","chrisharding132",858
"1721","Chrisitan",109
"1722","ChrisJenner",629
"1723","Chris Kennedy",114
"1724","Chris Mock",736
"1725","ChrisNixon",7393
"1726","Chrisobal54",432
"1727","Chris Parker",68
"1728","chrisrohde",191
"1729","Chrisrtay",10
"1730","chrissfoo",25
"1731","Chrissi^",2027
"1732","ChrissW-R1",124
"1733","Christabel_Edwards",258
"1734","christcalle",348
"1735","Christen423",280
"1736","christianbundy",75
"1737","Christian Fernandez MX",113
"1738","Christian Rodríguez Pacheco",208
"1739","ChristieA",305
"1740","Christina Herrick",165
"1741","Christina Kallimani",42
"1742","Christina Zhou",36
"1743","Christine000",166
"1744","Christine Boecker",39
"1745","christineelise",5676
"1746","christine ting",27
"1747","Christine Zhao",85
"1748","Christo16",74
"1749","-Christoph-",9002
"1750","Christophe Garreau",2
"1751","Christoph Lotz",4
"1752","chris_twtc",3748
"1753","ChristyToes",10
"1754","chris werring",1211
"1755","ChrisWills",140
"1756","chris@zontine",740
"1757","Chroharp",19
"1758","ChromeSwan",13
"1759","ChronoSphere",167
"1760","chrvo",1363
"1761","chrx50",8
"1762","Chrysopras",10246
"1763","chtfn",1028
"1764","Chuang JeDDie",318
"1765","Chuan Hao Chen",663
"1766","chubbsster",285
"1767","chuckrudd26",105
"1768","Chuckwj",327
"1769","Chudamani Joshi",91
"1770","chughes2357",574
"1771","chuju1234",4843
"1772","chunchunk",447
"1773","chungonion",932
"1774","chungsmap",51
"1775","Chun-Ying Chiu",319
"1776","Chu Wai Kit",496
"1777","chyantulimyau",93
"1778","Ciara O'S",250
"1779","C-in-Berlin",106
"1780","Ciprol",892
"1781","Cirnu Livia",305
"1782","citron-bleu",1
"1783","City Mobile Clinic",1
"1784","civet525",8168
"1785","cjacobsosm",473
"1786","cjan",1
"1787","CJaxx",22
"1788","cjdavi11",772
"1789","CJermy",358
"1790","cjlavery",8
"1791","cjrm3",70
"1792","Cjrsayre",241
"1793","cjy15",362
"1794","CkainGIS09",94
"1795","ckaran191",898
"1796","CKredell",74
"1797","CKSaunders",1657
"1798","ckw222",54
"1799","ck-york",2298
"1800","ClaireClapp",153
"1801","Claire Grega",855
"1802","claireralph",928
"1803","ClaireRapp",63
"1804","ClaireRWhite",63
"1805","Claire Settre",330
"1806","Clakier",114
"1807","Clamstock",2
"1808","Clara AgborTabi",493
"1809","claraclaraclara",1140
"1810","ClaraMC",24
"1811","clareburgessnz",8
"1812","ClareC",117
"1813","Clare Kelly",296
"1814","Clarky89",32
"1815","Classofmrlytle",492
"1816","clatt",30
"1817","claucrys",101
"1818","Claude-Reynald Lecorps",413
"1819","Claudia27",51
"1820","ClaudiaBlagu",3734
"1821","Claudia_Santos",146
"1822","ClaudiaWood",27
"1823","Claudio Ausili",114
"1824","claudiocdj",485
"1825","Claudius Henrichs",24
"1826","clauhuertas",2742
"1827","Clayton Burt",5
"1828","Cld_E",270
"1829","clearwing",25
"1830","Clemmie Hayhurst",559
"1831","clentijo",368
"1832","cleverceo",25
"1833","Clint Douglass",3130
"1834","Clio Andris",91
"1835","clkao",913
"1836","CloCkWeRX",12082
"1837","CLow511",21
"1838","ClrMsnr",858
"1839","cma4204",257
"1840","CMAC75",493
"1841","cMartin",37
"1842","CMBechs",143
"1843","CMcClain",121
"1844","cmcginnis",323
"1845","cmcginty",6
"1846","cmcneice",203
"1847","cmiller0218",54
"1848","cmkrause",27
"1849","cmtrimmer",115
"1850","cn174",633
"1851","Coahuila",107
"1852","Coby Wu",51
"1853","cochran",873
"1854","codavr",7548
"1855","codevery0117",1090
"1856","cody99dm",37
"1857","Cody Vaughn",18
"1858","coenagrion",7
"1859","coendevente",61
"1860","coffeeist54",5
"1861","cogintheMACHINE",5
"1862","coleman",327
"1863","Cole Sanders",178
"1864","Colin Briggs",11843
"1865","colindt",97
"1866","colinlindeman",52
"1867","Colin Nanka",155
"1868","colleenp27",217
"1869","colllin",4
"1870","CollLuck",121
"1871","colonia",1936
"1872","ColoradoSooner",91
"1873","ComradeCosmobot",1714
"1874","Confus",471
"1875","conhe616",19
"1876","conmpampani",61
"1877","connieli32",380
"1878","connollypa",3
"1879","Connor Frank",8
"1880","ConradWard",2783
"1881","Constable",20667
"1882","ContEmilien",459
"1883","ContinuityFail",810
"1884","CookieHunter3",193
"1885","cool8137",72
"1886","CoOn Chyangba",21
"1887","coppy",1134
"1888","Coprolite",4157
"1889","Coralie Hamel",463
"1890","corgan555",4
"1891","Cornelia Tan",249
"1892","Corriere",328
"1893","courage325",18787
"1894","Courtney6",471
"1895","CourtneyMClark",889
"1896","cowlaku",39
"1897","Cowtographer",36
"1898","CowtownBassGirl",5041
"1899","Coxyb76",235
"1900","Coyau",4560
"1901","CP27",716
"1902","CPBhattarai",3
"1903","cps78",814
"1904","Cpt_GIS",51
"1905","CptJumbo",590
"1906","CptPors06",3256
"1907","cquest",941
"1908","crabbitx",99
"1909","Cracert",5087
"1910","CragMapper",3055
"1911","Craig Dsouza",24
"1912","Craig L",867
"1913","Craig Ladd",53
"1914","Cranemania",165
"1915","crankycoder",67
"1916","CrapMapper",176
"1917","Crappy Mapper",137
"1918","crass009",99
"1919","crchang",1584
"1920","CRCulver",34
"1921","crdalton",716
"1922","creade",877
"1923","Creando",327
"1924","Créasite59",118
"1925","creepa",2
"1926","creezan",2
"1927","crieger",5
"1928","crinner",1224
"1929","Cristel",59
"1930","cristinadalton",498
"1931","Cristine Kores",84
"1932","cristinnnna",114
"1933","cristivanegas",1814
"1934","CristLaro",719
"1935","c_rivas",214
"1936","Crl0114",41
"1937","croissant22",128
"1938","cromera",915
"1939","cronoser",2324
"1940","crop028",455
"1941","croqua",17
"1942","crownsoul",369
"1943","crysb",4142
"1944","crysjocy",16
"1945","Crystallux",18
"1946","cscheffer29",1870
"1947","cscottwalker",77
"1948","CSCSCSCS",326
"1949","csferng",709
"1950","Cshope",55
"1951","CSM123",4964
"1952","C_Smith",187
"1953","CSommer",548
"1954","csterling",180
"1955","cstu015",58
"1956","CSTUNIS",2
"1957","ct420",792
"1958","Ctcm",604
"1959","ctiml",296
"1960","cucu",5388
"1961","cuesim",21620
"1962","cupidwise",577
"1963","Cuppda",59
"1964","cupri",30
"1965","curiousimbroglio",424
"1966","CuriouSun",636
"1967","CValk",205
"1968","Cvander",106
"1969","cvendegna",152
"1970","cvendra",1
"1971","CvH2706",138
"1972","Cwheeler",3294
"1973","CWilkins",90
"1974","cwulff",32
"1975","c-yam giri",72
"1976","Cybelia Kao",640
"1977","cyberiba",114
"1978","cybersea",242
"1979","cybic",1234
"1980","CycleStreets",3
"1981","Cycling-dane",1123
